date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.3168352842330933,5.260858058929443,151.29940795898438
2011-01-01 01:00:00,1.3425098657608032,8.510348320007324,206.9602508544922
2011-01-01 02:00:00,1.5286357402801514,7.867574691772461,202.31346130371094
2011-01-01 03:00:00,2.0813169479370117,8.14357852935791,217.9598846435547
2011-01-01 04:00:00,1.072877287864685,6.740256309509277,133.7833251953125
2011-01-01 05:00:00,1.2054370641708374,4.822235107421875,118.13798522949219
2011-01-01 06:00:00,1.0145256519317627,5.141641139984131,126.92594909667969
2011-01-01 07:00:00,0.9818699955940247,4.801734447479248,120.5372314453125
2011-01-01 08:00:00,1.0339930057525635,3.815138339996338,112.35710906982422
2011-01-01 09:00:00,1.0058881044387817,3.443338394165039,101.52110290527344
2011-01-01 10:00:00,1.3167716264724731,5.276609897613525,140.42457580566406
2011-01-01 11:00:00,1.4629952907562256,5.1104655265808105,133.2644500732422
2011-01-01 12:00:00,1.4600694179534912,7.562841415405273,169.37474060058594
2011-01-01 13:00:00,2.2288589477539062,10.300139427185059,201.20144653320312
2011-01-01 14:00:00,1.9953659772872925,9.615277290344238,188.9735107421875
2011-01-01 15:00:00,1.5991032123565674,7.302191257476807,159.97085571289062
2011-01-01 16:00:00,1.9338576793670654,8.778712272644043,187.86338806152344
2011-01-01 17:00:00,2.465449094772339,10.888327598571777,235.1589813232422
2011-01-01 18:00:00,4.047974586486816,17.773574829101562,356.8465881347656
2011-01-01 19:00:00,2.8122122287750244,13.13166332244873,279.8208312988281
2011-01-01 20:00:00,1.5570273399353027,8.07148551940918,223.52296447753906
2011-01-01 21:00:00,2.1356399059295654,9.155792236328125,225.30177307128906
2011-01-01 22:00:00,1.698011875152588,6.923951625823975,169.5703582763672
2011-01-01 23:00:00,1.3865922689437866,5.929929256439209,140.44847106933594
2011-01-02 00:00:00,1.3518540859222412,5.71879768371582,158.25802612304688
2011-01-02 01:00:00,1.153705358505249,4.8724775314331055,122.15034484863281
2011-01-02 02:00:00,1.0543922185897827,3.4007089138031006,110.35325622558594
2011-01-02 03:00:00,1.1162891387939453,4.2992730140686035,100.6327133178711
2011-01-02 04:00:00,1.125669240951538,3.963756561279297,89.33274841308594
2011-01-02 05:00:00,0.8913440108299255,3.612551689147949,87.89627838134766
2011-01-02 06:00:00,0.9266761541366577,2.9482665061950684,76.35608673095703
2011-01-02 07:00:00,1.0229852199554443,3.3567440509796143,87.20333862304688
2011-01-02 08:00:00,0.9792757034301758,3.026115655899048,84.3722915649414
