date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.3631954193115234,4.3757500648498535,188.4845428466797
2011-01-01 01:00:00,1.9282442331314087,7.6082658767700195,268.31292724609375
2011-01-01 02:00:00,1.8355885744094849,10.236749649047852,255.4944305419922
2011-01-01 03:00:00,1.8343894481658936,7.648273468017578,250.963623046875
2011-01-01 04:00:00,0.7548169493675232,5.15292501449585,106.26026916503906
2011-01-01 05:00:00,0.826270341873169,4.588047027587891,73.6698226928711
2011-01-01 06:00:00,1.280778169631958,6.671381950378418,141.98745727539062
2011-01-01 07:00:00,1.4230064153671265,6.844435691833496,130.06585693359375
2011-01-01 08:00:00,1.1662788391113281,6.20233154296875,89.77787017822266
2011-01-01 09:00:00,1.105654239654541,5.114006519317627,100.25043487548828
2011-01-01 10:00:00,1.4147526025772095,6.718678951263428,158.69166564941406
2011-01-01 11:00:00,1.2905791997909546,8.334461212158203,167.22314453125
2011-01-01 12:00:00,2.3224878311157227,10.260269165039062,154.1527099609375
2011-01-01 13:00:00,2.9905529022216797,12.039347648620605,223.31222534179688
2011-01-01 14:00:00,2.4800877571105957,12.392374038696289,151.62179565429688
2011-01-01 15:00:00,1.8942011594772339,9.360150337219238,168.59808349609375
2011-01-01 16:00:00,2.658095121383667,11.462581634521484,162.9784393310547
2011-01-01 17:00:00,2.8446459770202637,18.111614227294922,309.4981689453125
2011-01-01 18:00:00,2.436612606048584,17.4674129486084,351.86346435546875
2011-01-01 19:00:00,3.474214792251587,16.18763542175293,235.19046020507812
2011-01-01 20:00:00,2.4152872562408447,13.053215026855469,322.7703552246094
2011-01-01 21:00:00,3.079237937927246,9.921850204467773,256.91070556640625
2011-01-01 22:00:00,2.2746284008026123,7.8713202476501465,156.05628967285156
2011-01-01 23:00:00,2.1110832691192627,7.351822853088379,145.33885192871094
2011-01-02 00:00:00,1.6651884317398071,6.632758617401123,142.8512420654297
2011-01-02 01:00:00,1.1776716709136963,5.71429967880249,98.37083435058594
2011-01-02 02:00:00,0.8854361176490784,5.739288330078125,74.67951965332031
2011-01-02 03:00:00,0.96224045753479,5.516959190368652,63.888362884521484
2011-01-02 04:00:00,0.990794837474823,4.627835750579834,52.02571105957031
2011-01-02 05:00:00,0.7047592401504517,4.842700481414795,42.37006759643555
2011-01-02 06:00:00,0.9891480803489685,5.084449768066406,38.31233215332031
2011-01-02 07:00:00,0.9158720374107361,5.8625102043151855,73.27416229248047
2011-01-02 08:00:00,1.2723020315170288,5.3904523849487305,55.225894927978516
2011-01-02 09:00:00,1.1408820152282715,7.437326908111572,97.5815658569336
2011-01-02 10:00:00,1.9485970735549927,7.39166784286499,138.56838989257812
2011-01-02 11:00:00,2.0094680786132812,9.35331916809082,264.2806091308594
2011-01-02 12:00:00,2.46988582611084,10.459617614746094,213.5032958984375
2011-01-02 13:00:00,3.0115768909454346,15.171131134033203,256.10882568359375
2011-01-02 14:00:00,3.035128116607666,15.023592948913574,262.46148681640625
2011-01-02 15:00:00,2.4824814796447754,10.761249542236328,229.99758911132812
2011-01-02 16:00:00,3.116698980331421,15.59832763671875,291.33709716796875
2011-01-02 17:00:00,2.7183804512023926,14.01241683959961,200.39195251464844
2011-01-02 18:00:00,2.5003128051757812,15.1574125289917,309.7052917480469
2011-01-02 19:00:00,3.053607225418091,15.997651100158691,306.32470703125
2011-01-02 20:00:00,2.1899354457855225,16.90492057800293,319.09088134765625
2011-01-02 21:00:00,1.491207242012024,4.834691524505615,105.2400131225586
2011-01-02 22:00:00,1.962704062461853,4.7411322593688965,100.7118148803711
2011-01-02 23:00:00,1.8637222051620483,4.135181427001953,114.56883239746094
2011-01-03 00:00:00,1.726098656654358,5.337023735046387,150.79693603515625
2011-01-03 01:00:00,1.7253727912902832,5.871769905090332,139.32321166992188
2011-01-03 02:00:00,1.5971019268035889,4.555058002471924,93.92772674560547
2011-01-03 03:00:00,1.3586266040802002,2.934013843536377,103.57548522949219
2011-01-03 04:00:00,1.3484081029891968,3.2552576065063477,94.4585189819336
2011-01-03 05:00:00,1.1876561641693115,3.384549856185913,97.29492950439453
2011-01-03 06:00:00,1.2283159494400024,3.122997283935547,123.01679229736328
2011-01-03 07:00:00,1.4570157527923584,4.246878147125244,116.09444427490234
2011-01-03 08:00:00,1.226684331893921,4.427886962890625,127.26206970214844
2011-01-03 09:00:00,1.310800552368164,3.5346133708953857,132.99734497070312
2011-01-03 10:00:00,1.3415043354034424,5.228299140930176,142.2837371826172
